,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
23,"Fri, Oct 31, 2014",10:00p,San Antonio Spurs,89,Phoenix Suns,94,Box Score,,"15,050",US Airways Center,
24,"Fri, Oct 31, 2014",10:00p,Portland Trail Blazers,94,Sacramento Kings,103,Box Score,,"14,648",Sleep Train Arena,
25,"Fri, Oct 31, 2014",10:30p,Los Angeles Clippers,118,Los Angeles Lakers,111,Box Score,,"18,997",STAPLES Center,
26,"Sat, Nov 1, 2014",7:00p,Memphis Grizzlies,71,Charlotte Hornets,69,Box Score,,"18,133",Time Warner Cable Arena,
27,"Sat, Nov 1, 2014",7:00p,Dallas Mavericks,109,New Orleans Pelicans,104,Box Score,,"14,547",Smoothie King Center,
28,"Sat, Nov 1, 2014",7:00p,Toronto Raptors,108,Orlando Magic,95,Box Score,,"16,141",Amway Center,
29,"Sat, Nov 1, 2014",7:00p,Miami Heat,114,Philadelphia 76ers,96,Box Score,,"19,753",Wells Fargo Center,
30,"Sat, Nov 1, 2014",7:00p,Milwaukee Bucks,97,Washington Wizards,108,Box Score,,"17,992",Verizon Center,
31,"Sat, Nov 1, 2014",7:30p,Indiana Pacers,92,Atlanta Hawks,102,Box Score,,"19,118",Philips Arena,
32,"Sat, Nov 1, 2014",7:30p,Brooklyn Nets,102,Detroit Pistons,90,Box Score,,"19,904",The Palace of Auburn Hills,
33,"Sat, Nov 1, 2014",8:00p,Boston Celtics,90,Houston Rockets,104,Box Score,,"18,309",Toyota Center,
34,"Sat, Nov 1, 2014",8:00p,Chicago Bulls,106,Minnesota Timberwolves,105,Box Score,,"19,356",Target Center,
35,"Sat, Nov 1, 2014",8:00p,Denver Nuggets,91,Oklahoma City Thunder,102,Box Score,,"18,203",Chesapeake Energy Arena,
36,"Sat, Nov 1, 2014",9:00p,Phoenix Suns,91,Utah Jazz,118,Box Score,,"17,721",EnergySolutions Arena,
37,"Sat, Nov 1, 2014",10:30p,Los Angeles Lakers,104,Golden State Warriors,127,Box Score,,"19,596",Oracle Arena,
38,"Sun, Nov 2, 2014",3:30p,Sacramento Kings,98,Los Angeles Clippers,92,Box Score,,"19,060",STAPLES Center,
39,"Sun, Nov 2, 2014",6:00p,Toronto Raptors,102,Miami Heat,107,Box Score,,"19,666",AmericanAirlines Arena,
40,"Sun, Nov 2, 2014",7:30p,Charlotte Hornets,93,New York Knicks,96,Box Score,,"19,812",Madison Square Garden (IV),
41,"Sun, Nov 2, 2014",9:00p,Golden State Warriors,95,Portland Trail Blazers,90,Box Score,,"19,441",Moda Center,
42,"Mon, Nov 3, 2014",7:00p,Houston Rockets,104,Philadelphia 76ers,93,Box Score,,"12,896",Wells Fargo Center,
43,"Mon, Nov 3, 2014",7:30p,Oklahoma City Thunder,85,Brooklyn Nets,116,Box Score,,"17,732",Barclays Center,
44,"Mon, Nov 3, 2014",8:00p,New Orleans Pelicans,81,Memphis Grizzlies,93,Box Score,,"15,302",FedEx Forum,
45,"Mon, Nov 3, 2014",8:30p,Boston Celtics,113,Dallas Mavericks,118,Box Score,,"19,948",American Airlines Center,
46,"Mon, Nov 3, 2014",9:00p,Sacramento Kings,110,Denver Nuggets,105,Box Score,,"12,516",Pepsi Center,
47,"Mon, Nov 3, 2014",10:30p,Utah Jazz,101,Los Angeles Clippers,107,Box Score,,"19,060",STAPLES Center,
48,"Tue, Nov 4, 2014",7:00p,Milwaukee Bucks,87,Indiana Pacers,81,Box Score,,"15,012",Bankers Life Fieldhouse,
49,"Tue, Nov 4, 2014",7:30p,Houston Rockets,108,Miami Heat,91,Box Score,,"19,666",AmericanAirlines Arena,
50,"Tue, Nov 4, 2014",7:30p,Washington Wizards,98,New York Knicks,83,Box Score,,"19,812",Madison Square Garden (IV),
51,"Tue, Nov 4, 2014",7:30p,Oklahoma City Thunder,88,Toronto Raptors,100,Box Score,,"18,877",Air Canada Centre,
52,"Tue, Nov 4, 2014",8:00p,Orlando Magic,90,Chicago Bulls,98,Box Score,,"21,809",United Center,
53,"Tue, Nov 4, 2014",8:00p,Charlotte Hornets,91,New Orleans Pelicans,100,Box Score,,"14,840",Smoothie King Center,
54,"Tue, Nov 4, 2014",10:00p,Cleveland Cavaliers,82,Portland Trail Blazers,101,Box Score,,"19,441",Moda Center,
55,"Tue, Nov 4, 2014",10:30p,Phoenix Suns,112,Los Angeles Lakers,106,Box Score,,"18,997",STAPLES Center,
56,"Wed, Nov 5, 2014",7:00p,Miami Heat,89,Charlotte Hornets,96,Box Score,,"15,874",Time Warner Cable Arena,
57,"Wed, Nov 5, 2014",7:00p,Orlando Magic,91,Philadelphia 76ers,89,Box Score,,"12,111",Wells Fargo Center,
58,"Wed, Nov 5, 2014",7:30p,Toronto Raptors,110,Boston Celtics,107,Box Score,,"16,249",TD Garden,
59,"Wed, Nov 5, 2014",7:30p,Minnesota Timberwolves,98,Brooklyn Nets,91,Box Score,,"16,302",Barclays Center,
60,"Wed, Nov 5, 2014",7:30p,New York Knicks,95,Detroit Pistons,98,Box Score,,"11,915",The Palace of Auburn Hills,
61,"Wed, Nov 5, 2014",8:00p,Chicago Bulls,95,Milwaukee Bucks,86,Box Score,,"13,098",BMO Harris Bradley Center,
62,"Wed, Nov 5, 2014",8:00p,Indiana Pacers,94,Washington Wizards,96,Box Score,OT,"15,268",Verizon Center,
63,"Wed, Nov 5, 2014",8:30p,Atlanta Hawks,92,San Antonio Spurs,94,Box Score,,"18,581",AT&T Center,
64,"Wed, Nov 5, 2014",9:00p,Memphis Grizzlies,102,Phoenix Suns,91,Box Score,,"15,377",US Airways Center,
65,"Wed, Nov 5, 2014",9:00p,Cleveland Cavaliers,100,Utah Jazz,102,Box Score,,"19,911",EnergySolutions Arena,
66,"Wed, Nov 5, 2014",10:00p,Denver Nuggets,109,Sacramento Kings,131,Box Score,,"14,539",Sleep Train Arena,
67,"Wed, Nov 5, 2014",10:30p,Los Angeles Clippers,104,Golden State Warriors,121,Box Score,,"19,596",Oracle Arena,
68,"Thu, Nov 6, 2014",8:00p,San Antonio Spurs,81,Houston Rockets,98,Box Score,,"18,311",Toyota Center,
69,"Thu, Nov 6, 2014",10:30p,Dallas Mavericks,87,Portland Trail Blazers,108,Box Score,,"19,441",Moda Center,
70,"Fri, Nov 7, 2014",7:00p,Atlanta Hawks,119,Charlotte Hornets,122,Box Score,2OT,"15,891",Time Warner Cable Arena,
71,"Fri, Nov 7, 2014",7:00p,Minnesota Timberwolves,103,Orlando Magic,112,Box Score,OT,"16,379",Amway Center,
72,"Fri, Nov 7, 2014",7:00p,Chicago Bulls,118,Philadelphia 76ers,115,Box Score,,"16,820",Wells Fargo Center,
73,"Fri, Nov 7, 2014",7:30p,Indiana Pacers,98,Boston Celtics,101,Box Score,,"17,122",TD Garden,
74,"Fri, Nov 7, 2014",7:30p,New York Knicks,99,Brooklyn Nets,110,Box Score,,"17,732",Barclays Center,
75,"Fri, Nov 7, 2014",7:30p,Milwaukee Bucks,95,Detroit Pistons,98,Box Score,,"16,102",The Palace of Auburn Hills,
76,"Fri, Nov 7, 2014",7:30p,Washington Wizards,84,Toronto Raptors,103,Box Score,,"19,800",Air Canada Centre,
77,"Fri, Nov 7, 2014",8:00p,Memphis Grizzlies,91,Oklahoma City Thunder,89,Box Score,,"18,203",Chesapeake Energy Arena,
78,"Fri, Nov 7, 2014",9:00p,Sacramento Kings,114,Phoenix Suns,112,Box Score,2OT,"15,476",US Airways Center,
79,"Fri, Nov 7, 2014",9:00p,Dallas Mavericks,105,Utah Jazz,82,Box Score,,"18,419",EnergySolutions Arena,
80,"Fri, Nov 7, 2014",10:30p,Cleveland Cavaliers,110,Denver Nuggets,101,Box Score,,"19,623",Pepsi Center,
81,"Sat, Nov 8, 2014",3:30p,Portland Trail Blazers,102,Los Angeles Clippers,106,Box Score,,"19,060",STAPLES Center,
82,"Sat, Nov 8, 2014",7:00p,Washington Wizards,97,Indiana Pacers,90,Box Score,,"17,302",Bankers Life Fieldhouse,
83,"Sat, Nov 8, 2014",7:30p,New York Knicks,96,Atlanta Hawks,103,Box Score,,"17,521",Philips Arena,
84,"Sat, Nov 8, 2014",7:30p,Minnesota Timberwolves,92,Miami Heat,102,Box Score,,"19,735",AmericanAirlines Arena,
85,"Sat, Nov 8, 2014",8:00p,Boston Celtics,106,Chicago Bulls,101,Box Score,,"22,104",United Center,
86,"Sat, Nov 8, 2014",8:00p,Golden State Warriors,98,Houston Rockets,87,Box Score,,"18,312",Toyota Center,
87,"Sat, Nov 8, 2014",8:30p,Memphis Grizzlies,92,Milwaukee Bucks,93,Box Score,,"13,841",BMO Harris Bradley Center,
88,"Sat, Nov 8, 2014",8:30p,New Orleans Pelicans,100,San Antonio Spurs,99,Box Score,,"18,581",AT&T Center,
89,"Sun, Nov 9, 2014",3:30p,Orlando Magic,96,Brooklyn Nets,104,Box Score,,"16,127",Barclays Center,
90,"Sun, Nov 9, 2014",6:00p,Utah Jazz,97,Detroit Pistons,96,Box Score,,"12,888",The Palace of Auburn Hills,
91,"Sun, Nov 9, 2014",7:00p,Sacramento Kings,93,Oklahoma City Thunder,101,Box Score,,"18,203",Chesapeake Energy Arena,
92,"Sun, Nov 9, 2014",7:00p,Philadelphia 76ers,88,Toronto Raptors,120,Box Score,,"18,470",Air Canada Centre,
93,"Sun, Nov 9, 2014",7:30p,Miami Heat,105,Dallas Mavericks,96,Box Score,,"20,195",American Airlines Center,
94,"Sun, Nov 9, 2014",8:00p,Golden State Warriors,95,Phoenix Suns,107,Box Score,,"16,046",US Airways Center,
95,"Sun, Nov 9, 2014",9:00p,Denver Nuggets,100,Portland Trail Blazers,116,Box Score,,"16,046",Moda Center,
96,"Sun, Nov 9, 2014",9:30p,Charlotte Hornets,92,Los Angeles Lakers,107,Box Score,,"18,997",STAPLES Center,
97,"Mon, Nov 10, 2014",7:00p,New Orleans Pelicans,111,Cleveland Cavaliers,118,Box Score,,"20,562",Quicken Loans Arena,
98,"Mon, Nov 10, 2014",7:00p,Utah Jazz,86,Indiana Pacers,97,Box Score,,"12,513",Bankers Life Fieldhouse,
99,"Mon, Nov 10, 2014",7:30p,Atlanta Hawks,91,New York Knicks,85,Box Score,,"19,812",Madison Square Garden (IV),
100,"Mon, Nov 10, 2014",8:00p,Detroit Pistons,91,Chicago Bulls,102,Box Score,,"21,431",United Center,
101,"Mon, Nov 10, 2014",10:30p,San Antonio Spurs,89,Los Angeles Clippers,85,Box Score,,"19,313",STAPLES Center,
102,"Tue, Nov 11, 2014",7:30p,Orlando Magic,100,Toronto Raptors,104,Box Score,,"19,800",Air Canada Centre,
103,"Tue, Nov 11, 2014",8:00p,Los Angeles Lakers,102,Memphis Grizzlies,107,Box Score,,"17,618",FedEx Forum,
104,"Tue, Nov 11, 2014",8:00p,Oklahoma City Thunder,78,Milwaukee Bucks,85,Box Score,,"12,390",BMO Harris Bradley Center,
105,"Tue, Nov 11, 2014",8:30p,Sacramento Kings,98,Dallas Mavericks,106,Box Score,,"19,663",American Airlines Center,
106,"Tue, Nov 11, 2014",10:00p,Charlotte Hornets,100,Portland Trail Blazers,102,Box Score,,"18,495",Moda Center,
107,"Tue, Nov 11, 2014",10:30p,San Antonio Spurs,113,Golden State Warriors,100,Box Score,,"19,596",Oracle Arena,
108,"Wed, Nov 12, 2014",7:00p,Detroit Pistons,103,Washington Wizards,107,Box Score,,"14,708",Verizon Center,
109,"Wed, Nov 12, 2014",7:30p,Utah Jazz,97,Atlanta Hawks,100,Box Score,,"12,595",Philips Arena,
110,"Wed, Nov 12, 2014",7:30p,Oklahoma City Thunder,109,Boston Celtics,94,Box Score,,"17,043",TD Garden,
111,"Wed, Nov 12, 2014",7:30p,Indiana Pacers,81,Miami Heat,75,Box Score,,"19,658",AmericanAirlines Arena,
112,"Wed, Nov 12, 2014",7:30p,Orlando Magic,97,New York Knicks,95,Box Score,,"19,812",Madison Square Garden (IV),
113,"Wed, Nov 12, 2014",8:00p,Los Angeles Lakers,102,New Orleans Pelicans,109,Box Score,,"17,359",Smoothie King Center,
114,"Wed, Nov 12, 2014",9:00p,Portland Trail Blazers,130,Denver Nuggets,113,Box Score,,"12,611",Pepsi Center,
115,"Wed, Nov 12, 2014",9:00p,Brooklyn Nets,104,Phoenix Suns,112,Box Score,,"15,184",US Airways Center,
116,"Wed, Nov 12, 2014",10:00p,Houston Rockets,113,Minnesota Timberwolves,101,Box Score,,"18,996",Mexico City Arena,"at Mexico City, Mexico"
117,"Thu, Nov 13, 2014",8:00p,Sacramento Kings,110,Memphis Grizzlies,111,Box Score,,"15,666",FedEx Forum,
118,"Thu, Nov 13, 2014",8:00p,Chicago Bulls,100,Toronto Raptors,93,Box Score,,"19,800",Air Canada Centre,
119,"Thu, Nov 13, 2014",8:30p,Philadelphia 76ers,70,Dallas Mavericks,123,Box Score,,"19,604",American Airlines Center,
120,"Thu, Nov 13, 2014",10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,,"19,596",Oracle Arena,
121,"Fri, Nov 14, 2014",7:00p,Denver Nuggets,108,Indiana Pacers,87,Box Score,,"16,286",Bankers Life Fieldhouse,
122,"Fri, Nov 14, 2014",7:00p,Milwaukee Bucks,85,Orlando Magic,101,Box Score,,"15,947",Amway Center,
123,"Fri, Nov 14, 2014",7:30p,Miami Heat,103,Atlanta Hawks,114,Box Score,,"17,090",Philips Arena,
124,"Fri, Nov 14, 2014",7:30p,Cleveland Cavaliers,122,Boston Celtics,121,Box Score,,"18,624",TD Garden,
125,"Fri, Nov 14, 2014",7:30p,Utah Jazz,102,New York Knicks,100,Box Score,,"19,812",Madison Square Garden (IV),
126,"Fri, Nov 14, 2014",8:00p,Philadelphia 76ers,87,Houston Rockets,88,Box Score,,"18,138",Toyota Center,
127,"Fri, Nov 14, 2014",8:00p,Minnesota Timberwolves,91,New Orleans Pelicans,139,Box Score,,"14,775",Smoothie King Center,
128,"Fri, Nov 14, 2014",8:00p,Detroit Pistons,96,Oklahoma City Thunder,89,Box Score,OT,"18,203",Chesapeake Energy Arena,
129,"Fri, Nov 14, 2014",9:00p,Charlotte Hornets,103,Phoenix Suns,95,Box Score,,"16,291",US Airways Center,
130,"Fri, Nov 14, 2014",10:00p,San Antonio Spurs,93,Los Angeles Lakers,80,Box Score,,"18,997",STAPLES Center,
131,"Sat, Nov 15, 2014",7:00p,Orlando Magic,93,Washington Wizards,98,Box Score,,"19,110",Verizon Center,
132,"Sat, Nov 15, 2014",7:30p,Atlanta Hawks,94,Cleveland Cavaliers,127,Box Score,,"20,562",Quicken Loans Arena,
133,"Sat, Nov 15, 2014",7:30p,Utah Jazz,93,Toronto Raptors,111,Box Score,,"19,800",Air Canada Centre,
134,"Sat, Nov 15, 2014",8:00p,Indiana Pacers,99,Chicago Bulls,90,Box Score,,"22,248",United Center,
135,"Sat, Nov 15, 2014",8:00p,Detroit Pistons,88,Memphis Grizzlies,95,Box Score,,"17,215",FedEx Forum,
136,"Sat, Nov 15, 2014",8:30p,Minnesota Timberwolves,117,Dallas Mavericks,131,Box Score,,"19,730",American Airlines Center,
137,"Sat, Nov 15, 2014",10:00p,Brooklyn Nets,87,Portland Trail Blazers,97,Box Score,,"19,441",Moda Center,
138,"Sat, Nov 15, 2014",10:00p,San Antonio Spurs,91,Sacramento Kings,94,Box Score,,"17,317",Sleep Train Arena,
139,"Sat, Nov 15, 2014",10:30p,Charlotte Hornets,87,Golden State Warriors,112,Box Score,,"19,596",Oracle Arena,
140,"Sat, Nov 15, 2014",10:30p,Phoenix Suns,107,Los Angeles Clippers,120,Box Score,,"19,060",STAPLES Center,
141,"Sun, Nov 16, 2014",1:00p,Denver Nuggets,93,New York Knicks,109,Box Score,,"19,812",Madison Square Garden (IV),
142,"Sun, Nov 16, 2014",6:00p,Milwaukee Bucks,91,Miami Heat,84,Box Score,,"19,680",AmericanAirlines Arena,
143,"Sun, Nov 16, 2014",7:00p,Houston Rockets,69,Oklahoma City Thunder,65,Box Score,,"18,203",Chesapeake Energy Arena,
144,"Sun, Nov 16, 2014",9:30p,Golden State Warriors,136,Los Angeles Lakers,115,Box Score,,"18,997",STAPLES Center,
145,"Mon, Nov 17, 2014",7:00p,Dallas Mavericks,107,Charlotte Hornets,80,Box Score,,"15,345",Time Warner Cable Arena,
146,"Mon, Nov 17, 2014",7:00p,Denver Nuggets,106,Cleveland Cavaliers,97,Box Score,,"20,562",Quicken Loans Arena,
147,"Mon, Nov 17, 2014",7:30p,Phoenix Suns,118,Boston Celtics,114,Box Score,,"16,726",TD Garden,
148,"Mon, Nov 17, 2014",7:30p,Miami Heat,95,Brooklyn Nets,83,Box Score,,"17,732",Barclays Center,
149,"Mon, Nov 17, 2014",7:30p,Orlando Magic,107,Detroit Pistons,93,Box Score,,"11,619",The Palace of Auburn Hills,
150,"Mon, Nov 17, 2014",8:00p,Houston Rockets,93,Memphis Grizzlies,119,Box Score,,"17,012",FedEx Forum,
151,"Mon, Nov 17, 2014",8:30p,Philadelphia 76ers,75,San Antonio Spurs,100,Box Score,,"18,581",AT&T Center,
152,"Mon, Nov 17, 2014",10:00p,New Orleans Pelicans,93,Portland Trail Blazers,102,Box Score,,"19,441",Moda Center,
153,"Mon, Nov 17, 2014",10:30p,Chicago Bulls,105,Los Angeles Clippers,89,Box Score,,"19,319",STAPLES Center,
154,"Tue, Nov 18, 2014",7:30p,Los Angeles Lakers,114,Atlanta Hawks,109,Box Score,,"17,848",Philips Arena,
155,"Tue, Nov 18, 2014",8:00p,New York Knicks,113,Milwaukee Bucks,117,Box Score,,"12,190",BMO Harris Bradley Center,
156,"Tue, Nov 18, 2014",9:00p,Oklahoma City Thunder,81,Utah Jazz,98,Box Score,,"17,190",EnergySolutions Arena,
157,"Tue, Nov 18, 2014",10:00p,New Orleans Pelicans,106,Sacramento Kings,100,Box Score,,"16,526",Sleep Train Arena,
158,"Wed, Nov 19, 2014",7:00p,San Antonio Spurs,92,Cleveland Cavaliers,90,Box Score,,"20,562",Quicken Loans Arena,
159,"Wed, Nov 19, 2014",7:00p,Charlotte Hornets,86,Indiana Pacers,88,Box Score,,"14,748",Bankers Life Fieldhouse,
160,"Wed, Nov 19, 2014",7:00p,Los Angeles Clippers,114,Orlando Magic,90,Box Score,,"16,034",Amway Center,
161,"Wed, Nov 19, 2014",7:00p,Boston Celtics,101,Philadelphia 76ers,90,Box Score,,"12,701",Wells Fargo Center,
162,"Wed, Nov 19, 2014",7:00p,Dallas Mavericks,105,Washington Wizards,102,Box Score,,"16,374",Verizon Center,
163,"Wed, Nov 19, 2014",7:30p,Milwaukee Bucks,122,Brooklyn Nets,118,Box Score,3OT,"15,694",Barclays Center,
164,"Wed, Nov 19, 2014",7:30p,Phoenix Suns,88,Detroit Pistons,86,Box Score,,"10,686",The Palace of Auburn Hills,
165,"Wed, Nov 19, 2014",7:30p,Memphis Grizzlies,92,Toronto Raptors,96,Box Score,,"19,800",Air Canada Centre,
166,"Wed, Nov 19, 2014",8:00p,New York Knicks,99,Minnesota Timberwolves,115,Box Score,,"15,304",Target Center,
167,"Wed, Nov 19, 2014",9:00p,Oklahoma City Thunder,100,Denver Nuggets,107,Box Score,,"14,140",Pepsi Center,
168,"Wed, Nov 19, 2014",9:30p,Los Angeles Lakers,98,Houston Rockets,92,Box Score,,"18,245",Toyota Center,
169,"Thu, Nov 20, 2014",8:00p,Los Angeles Clippers,110,Miami Heat,93,Box Score,,"19,685",AmericanAirlines Arena,
170,"Thu, Nov 20, 2014",10:30p,Chicago Bulls,88,Sacramento Kings,103,Box Score,,"17,317",Sleep Train Arena,
171,"Fri, Nov 21, 2014",7:00p,Orlando Magic,105,Charlotte Hornets,100,Box Score,,"18,126",Time Warner Cable Arena,
172,"Fri, Nov 21, 2014",7:00p,Phoenix Suns,122,Philadelphia 76ers,96,Box Score,,"16,789",Wells Fargo Center,
173,"Fri, Nov 21, 2014",7:30p,Detroit Pistons,89,Atlanta Hawks,99,Box Score,,"16,517",Philips Arena,
174,"Fri, Nov 21, 2014",7:30p,Milwaukee Bucks,82,Toronto Raptors,124,Box Score,,"19,800",Air Canada Centre,
175,"Fri, Nov 21, 2014",8:00p,Boston Celtics,100,Memphis Grizzlies,117,Box Score,,"17,712",FedEx Forum,
176,"Fri, Nov 21, 2014",8:00p,San Antonio Spurs,121,Minnesota Timberwolves,92,Box Score,,"12,414",Target Center,
177,"Fri, Nov 21, 2014",8:00p,Brooklyn Nets,94,Oklahoma City Thunder,92,Box Score,,"18,203",Chesapeake Energy Arena,
178,"Fri, Nov 21, 2014",8:00p,Cleveland Cavaliers,78,Washington Wizards,91,Box Score,,"20,356",Verizon Center,
179,"Fri, Nov 21, 2014",8:30p,Los Angeles Lakers,106,Dallas Mavericks,140,Box Score,,"20,353",American Airlines Center,
180,"Fri, Nov 21, 2014",9:00p,New Orleans Pelicans,97,Denver Nuggets,117,Box Score,,"15,232",Pepsi Center,
181,"Fri, Nov 21, 2014",10:30p,Utah Jazz,88,Golden State Warriors,101,Box Score,,"19,596",Oracle Arena,
182,"Fri, Nov 21, 2014",10:30p,Chicago Bulls,87,Portland Trail Blazers,105,Box Score,,"19,866",Moda Center,
183,"Sat, Nov 22, 2014",7:00p,Phoenix Suns,106,Indiana Pacers,83,Box Score,,"16,870",Bankers Life Fieldhouse,
184,"Sat, Nov 22, 2014",7:00p,Miami Heat,99,Orlando Magic,92,Box Score,,"18,846",Amway Center,
185,"Sat, Nov 22, 2014",7:30p,Toronto Raptors,110,Cleveland Cavaliers,93,Box Score,,"20,562",Quicken Loans Arena,
186,"Sat, Nov 22, 2014",7:30p,Philadelphia 76ers,83,New York Knicks,91,Box Score,,"19,812",Madison Square Garden (IV),
187,"Sat, Nov 22, 2014",8:00p,Dallas Mavericks,92,Houston Rockets,95,Box Score,,"18,244",Toyota Center,
188,"Sat, Nov 22, 2014",8:00p,Sacramento Kings,113,Minnesota Timberwolves,101,Box Score,,"13,191",Target Center,
189,"Sat, Nov 22, 2014",8:30p,Washington Wizards,111,Milwaukee Bucks,100,Box Score,,"14,254",BMO Harris Bradley Center,
190,"Sat, Nov 22, 2014",8:30p,Brooklyn Nets,87,San Antonio Spurs,99,Box Score,,"18,581",AT&T Center,
191,"Sat, Nov 22, 2014",9:00p,New Orleans Pelicans,106,Utah Jazz,94,Box Score,,"18,452",EnergySolutions Arena,
192,"Sun, Nov 23, 2014",6:00p,Portland Trail Blazers,94,Boston Celtics,88,Box Score,,"16,692",TD Garden,
193,"Sun, Nov 23, 2014",6:00p,Los Angeles Clippers,91,Memphis Grizzlies,107,Box Score,,"18,119",FedEx Forum,
194,"Sun, Nov 23, 2014",6:00p,Charlotte Hornets,93,Miami Heat,94,Box Score,,"19,639",AmericanAirlines Arena,
195,"Sun, Nov 23, 2014",7:00p,Golden State Warriors,91,Oklahoma City Thunder,86,Box Score,,"18,203",Chesapeake Energy Arena,
196,"Sun, Nov 23, 2014",9:30p,Denver Nuggets,101,Los Angeles Lakers,94,Box Score,OT,"18,997",STAPLES Center,
197,"Mon, Nov 24, 2014",7:00p,Los Angeles Clippers,113,Charlotte Hornets,92,Box Score,,"17,180",Time Warner Cable Arena,
198,"Mon, Nov 24, 2014",7:00p,Orlando Magic,74,Cleveland Cavaliers,106,Box Score,,"20,562",Quicken Loans Arena,
199,"Mon, Nov 24, 2014",7:00p,Portland Trail Blazers,114,Philadelphia 76ers,104,Box Score,,"11,094",Wells Fargo Center,
200,"Mon, Nov 24, 2014",7:30p,Phoenix Suns,100,Toronto Raptors,104,Box Score,,"19,800",Air Canada Centre,
201,"Mon, Nov 24, 2014",8:00p,New York Knicks,86,Houston Rockets,91,Box Score,,"18,133",Toyota Center,
202,"Mon, Nov 24, 2014",8:30p,Indiana Pacers,111,Dallas Mavericks,100,Box Score,,"19,850",American Airlines Center,
203,"Mon, Nov 24, 2014",9:00p,Chicago Bulls,97,Utah Jazz,95,Box Score,,"18,904",EnergySolutions Arena,
204,"Tue, Nov 25, 2014",7:00p,Atlanta Hawks,106,Washington Wizards,102,Box Score,,"15,440",Verizon Center,
205,"Tue, Nov 25, 2014",7:30p,Golden State Warriors,114,Miami Heat,97,Box Score,,"19,647",AmericanAirlines Arena,
206,"Tue, Nov 25, 2014",8:00p,Detroit Pistons,86,Milwaukee Bucks,98,Box Score,,"15,265",BMO Harris Bradley Center,
207,"Tue, Nov 25, 2014",8:00p,Sacramento Kings,99,New Orleans Pelicans,89,Box Score,,"17,037",Smoothie King Center,
208,"Tue, Nov 25, 2014",9:00p,Chicago Bulls,109,Denver Nuggets,114,Box Score,,"17,033",Pepsi Center,
